gene_accession,SRR13068848,ERR9708185,ERR9707208,SRR13068828,SRR13068830,ERR2198711,ERR2198654,SRR13712911,SRR13068839,ERR4320038,ERR4291163,SRR13712882,SRR4033068,ERR4319984,ERR4320005,SRR13844417,ERR9709065,SRR13844416,ERR9707206,SRR13022323,ERR9709308,SRR13712883,SRR13844463,SRR13022462,SRR13068816,SRR4033064,SRR13068840,SRR13068853,ERR2198709,SRR8667756,SRR15123534,SRR4435953,ERR4290680,SRR13844460,ERR9709394,SRR8667748,SRR4435948,SRR4033074,SRR15123562,SRR13068842,SRR13022378,SRR13712890,ERR4291161,SRR15123518,SRR11615763,SRR13712886,ERR4291147,SRR4435941,SRR13022400,ERR4320013,ERR4291114,SRR13022390,SRR13712875,SRR4435943,ERR4320083,SRR15123542,ERR2198710,SRR13022461,SRR13068844,ERR4319985,ERR9707878,SRR15123519,SRR13022276,ERR2198648,SRR13022398,ERR4319982,SRR13022301,ERR9707203,ERR9709279,ERR4290681,ERR4290684,SRR13068846,SRR4033076,SRR13022424,SRR15123516,SRR11615759,ERR9707883,SRR13022435,SRR13022382,ERR4320014,SRR13022431,SRR13068843,ERR4290868,SRR13068819,ERR9709441,SRR13844415,ERR9709452,ERR2198672,ERR9709067,SRR11615777,ERR4319954,SRR13068827,SRR13068851,SRR4033069,ERR4320082,SRR13068850,ERR4320001,ERR4320036,ERR9709393,ERR4320010,SRR8667746,SRR4033077,ERR2198673,SRR13844412,SRR13022299,SRR15123535,ERR9708136,ERR9709455,ERR4319981,ERR4319958,SRR13712912,SRR13022430,ERR9709066,SRR13712913,SRR4435956,ERR4320009,SRR4033075,SRR13068815,ERR4319952,ERR4320003,ERR4319949,SRR13844462,SRR13844390,SRR13022463,SRR13022445,ERR4320037,SRR13068841,ERR4319966,ERR4320072,SRR8667761,SRR15123553,ERR9709358,SRR4033065,SRR13844394,ERR4291172,SRR4033063,ERR9708137,SRR8667751,SRR13844413,SRR11615757,SRR15123517,SRR11615787,ERR9709079,SRR4435947,ERR4320006,ERR4320039,ERR9709417,SRR13022425,SRR13068826,SRR13068845,ERR4320011,SRR11615786,SRR8667753,ERR4290682,SRR15123561,ERR2198712,ERR9708963,SRR4435944,ERR9708141,SRR13022289,ERR4320007,SRR13068852,ERR2198632,ERR2198655,ERR4320084,ERR4319983,ERR2198636,ERR4290869,ERR4290683,SRR13022325,SRR4033072,ERR9709276,SRR13022396,SRR13712878,SRR11615760,ERR9709373,ERR4320004,SRR4435951,ERR4291155,ERR2198674,SRR13712879,ERR4320002,ERR9708953,SRR13022370,SRR13844461,ERR9708135,SRR15123532,ERR9709312,ERR2198652,SRR8667747,SRR13844393,SRR8667758,SRR4435949,SRR13022376,SRR15123550,SRR13712920,SRR13712884,SRR4033071,ERR9709501,SRR13068813,SRR8667749,SRR15123533,ERR4291148,ERR4291146,ERR4291162,SRR13022304,ERR4320070,ERR4320008,SRR13022428,ERR4290679,SRR13068814,ERR4320085,SRR13844392,ERR4320012,ERR4319962,SRR4435958,ERR9708962,SRR4033070,SRR13022305,SRR8667760,SRR8667755,ERR2198653,ERR4320040,SRR15123552,ERR2198637,SRR15123551,SRR13022278,ERR9709063,SRR8667754,ERR4320015,ERR9709530,SRR13022375,ERR4320071,SRR8667750,SRR13022322,ERR9707183,SRR13844391,SRR13068829,SRR11615764,ERR9708961,SRR13844379,SRR4435950,ERR9707885,SRR13712914,SRR11615766,SRR13068849,ERR9709458,SRR13022274,ERR4319950,SRR8667757,ERR4290678,SRR13712904,ERR9709070,SRR13712880,ERR9707182,SRR8667752,ERR9708959,ERR4320073,SRR11615769,SRR4435954,ERR9708133,SRR13068847,SRR11615758
MEG_779|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2630|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,13.0,0,0,0,0,0,0,0,0,0,286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7478|Drugs|Glycopeptides|VanD-type_regulator|VANRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,96.0,89.0,65.0,0,42.0,0,0,0,97.0,0,0,42.0,805.0,13.0,0,354.0,643.0,0,22.0,0,53.0,536.0,0,0,0,0,0,0,0,0,0,464.0,0,0,0,0,150.0,1280.0,169.0,44.0,0,1429.0,140.0,0,0,10.0,60.0,55.0,156.0,0,1090.0,0,0,66.0,65.0,0,0,178.0,17.0,0,28.0,0,0,0,24.0,0,0,34.0,142.0,17.0,945.0,8.0,100.0,213.0,0,0,39.0,0,0,45.0,0,0,427.0,0,0,0,27.0,1261.0,132.0,283.0,0,0,0,0,54.0,19.0,0,0,16.0,0,0,0,641.0,0,111.0,0,76.0,0,0,0,0,0,32.0,0,57.0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0,56.0,307.0,27.0,0,223.0,0,0,369.0,0,136.0,105.0,0,84.0,0,0,172.0,15.0,0,150.0,0,8.0,1215.0,33.0,0,654.0,0,0,0,0,0,1265.0,0,110.0,0,114.0,0,496.0,0,0,351.0,32.0,0,34.0,0,0,329.0,639.0,493.0,0,0,12.0,0,11.0,48.0,0,74.0,367.0,25.0,204.0,0,72.0,0,0,0,273.0,0,0,174.0,0,0,33.0,297.0,17.0,23.0,0,0,0,0,0,70.0,0,0,0,0,550.0,0,24.0,0,0,1320.0,28.0,0,0,0,0,0,0,21.0,76.0,0,0,0,0,11.0,0,0,0,482.0,327.0,80.0,201.0,352.0,119.0,0,466.0,0,0,0,0,0,54.0,0,0,106.0,158.0,0,9.0,172.0,26.0,36.0,370.0
MEG_6620|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,28.0,32.0,26.0,0,42.0,0,0,0,40.0,15.0,0,0,269.0,0,0,151.0,301.0,0,0,0,21.0,141.0,0,0,0,0,0,0,0,0,0,138.0,0,0,0,0,36.0,421.0,27.0,16.0,0,607.0,21.0,0,0,0,18.0,0,33.0,0,457.0,0,0,0,0,0,0,49.0,0,0,11.0,0,0,0,14.0,0,0,0,125.0,0,402.0,0,26.0,79.0,0,0,11.0,0,0,0,0,0,107.0,0,0,0,0,473.0,36.0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,0,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0,0,75.0,0,0,146.0,0,0,118.0,0,48.0,48.0,0,18.0,0,0,52.0,0,0,0,0,0,468.0,22.0,0,280.0,0,0,0,0,0,419.0,0,40.0,0,23.0,0,194.0,0,0,160.0,16.0,0,0,0,0,68.0,248.0,127.0,0,0,0,0,0,17.0,0,31.0,159.0,12.0,107.0,0,11.0,0,0,0,79.0,0,0,69.0,0,0,0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,250.0,0,0,0,0,363.0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,235.0,138.0,0,96.0,141.0,30.0,0,212.0,0,0,0,0,0,29.0,0,0,68.0,49.0,0,0,26.0,18.0,0,104.0
MEG_7333|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN|RequiresSNPConfirmation,0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0,0,0,0,422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,71.0,0,0,0,0,0,0,0,0,0,0,0,79.0,0,0,0,0,0,0,0,0
MEG_2694|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0,174.0,0,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0,102.0,0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,856.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.0,0,764.0,0,0,1146.0,0,109.0,0,0,0,0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.0,0,0,0,0,0,1609.0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.0,0,22.0,0,0,168.0,50.0,278.0,0,241.0,0,0,0,0,0,0,0,66.0,0,0,0,0,0,1130.0,0,0
MEG_5317|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1151|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,24.0,0,0,0,530.0,1136.0,0,0,0,0,0,0,0,0,0,254.0,947.0,0,0,0,0,0,0,0,0,0,0,34.0,898.0,0,0,198.0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,39.0,0,266.0,0,0,0,0,0,1089.0,0,18.0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.0,0,0,0,0,328.0,0,0,0,0,0,0,0,0,77.0,0,0,0,0,0,0,0,248.0,332.0,0,403.0,0,0,0,0,0,0,0,0,0,0,0,259.0,0,0,0,0,0,0,0,0,0,465.0,0,0,0,0,0,0,0,0,96.0,1574.0,0,238.0,0,0,0,0,0,105.0,0,0,0,0,0,0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,1101.0,0,0,0,0,218.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918.0,362.0,0,258.0,213.0,0,0,0,0,0,0,0,0,0,0,0,289.0,35.0,0,0,0,122.0,50.0,0
MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2116|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,0,0,0,0,427.0,264.0,0,0,44.0,77.0,0,0,14.0,0,0,652.0,347.0,0,98.0,0,0,0,0,0,0,0,0,17.0,352.0,0,0,280.0,0,0,0,0,0,0,24.0,16.0,0,210.0,0,0,0,0,0,0,21.0,62.0,205.0,0,0,0,0,0,252.0,80.0,0,0,0,0,0,0,0,0,0,0,694.0,0,97.0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,49.0,0,0,961.0,22.0,0,0,0,0,0,0,0,0,18.0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599.0,0,0,0,0,696.0,0,0,41.0,0,76.0,18.0,0,0,87.0,0,0,0,0,6.0,0,0,24.0,248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.0,0,0,23.0,0,0,0,0,0,0,1071.0,0,0,0,0,0,0,8.0,0,0,1317.0,0,405.0,0,0,0,0,0,218.0,0,429.0,0,0,0,207.0,42.0,0,0,0,0,0,0,12.0,0,0,0,0,0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.0,365.0,0,0,444.0,0,0,0,0,0,0,0,0,0,0,0,370.0,60.0,0,0,0,23.0,0,29.0
MEG_3642|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0,0,0,0,0,0,639.0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,12.0,0,147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3470|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6905|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0
MEG_7529|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5920|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_971|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
